DateTime,Speed_U,Speed_V,Speed_W,Dir
16-12-2018 04:30:00,5.919365,-2.983992,-0.138334,302.822062
16-12-2018 04:40:00,4.193831,-2.82346,-0.332078,309.905559
16-12-2018 04:50:00,2.970315,-3.499145,-0.207165,327.61242
16-12-2018 05:00:00,2.793035,-2.859135,-0.269092,322.034078
16-12-2018 05:10:00,2.39401,-3.556884,-0.479753,331.96108
16-12-2018 05:20:00,3.774352,-2.89303,-0.481761,310.13773
16-12-2018 05:30:00,4.070463,-3.228182,-0.343349,313.519004
16-12-2018 05:40:00,2.733313,-3.989151,-0.408349,328.606016
16-12-2018 05:50:00,3.101157,-4.095175,-0.403678,329.319964
16-12-2018 06:00:00,1.917206,-5.104753,-0.273441,343.607286
16-12-2018 06:10:00,0.935745,-7.288978,-0.248842,358.732933
16-12-2018 06:20:00,0.55105,-7.019772,-0.366215,3.747131
16-12-2018 06:30:00,0.205997,-6.740051,-0.222182,5.899804
16-12-2018 06:40:00,0.69045,-6.055898,-0.23213,4.065166
16-12-2018 06:50:00,0.394802,-4.142172,-0.051933,8.730435
16-12-2018 07:00:00,0.814064,-4.560047,-0.264899,1.878614
16-12-2018 07:10:00,0.960753,-5.52855,-0.182531,2.526061
16-12-2018 07:20:00,1.066387,-5.492344,-0.112062,3.233245
16-12-2018 07:30:00,2.350566,-7.16368,-0.36401,353.640401
16-12-2018 07:40:00,1.972253,-6.987391,-0.225928,355.463459
16-12-2018 07:50:00,1.674637,-6.237811,-0.080151,357.160926
16-12-2018 08:00:00,2.326434,-7.297294,-0.185198,351.191341
16-12-2018 08:10:00,2.946876,-6.39776,-0.372691,344.30012
16-12-2018 08:20:00,2.552394,-5.741989,-0.382988,346.277742
16-12-2018 08:30:00,2.741194,-5.91853,-0.411881,345.106764
16-12-2018 08:40:00,2.584035,-5.728652,-0.330734,344.548041
16-12-2018 08:50:00,2.512985,-4.789445,-0.213292,341.614826
16-12-2018 09:00:00,2.615828,-3.855293,-0.344983,336.65379
16-12-2018 09:10:00,3.006308,-3.454133,-0.417863,332.081423
16-12-2018 09:20:00,2.353737,-3.23799,-0.129119,338.77359
16-12-2018 09:30:00,1.699888,-1.9147,-0.23789,335.84126
16-12-2018 09:40:00,0.588619,-2.477041,-0.173904,7.504793
16-12-2018 09:50:00,-0.328155,-0.858466,0.147829,45.579413
16-12-2018 10:00:00,0.049519,-1.092179,-0.088392,12.579881
16-12-2018 10:10:00,-0.586986,-0.731154,0.036519,58.63939
16-12-2018 10:20:00,-0.355894,-0.209467,-0.016068,89.584255
16-12-2018 10:30:00,-0.344403,0.267318,-0.225846,129.842201
